750900	613031.0	LTR81	LC10	15	3
1184986	431858.0	LTR9	LC10	14	3
845758	974003.0	LTR93	LC10	23	3
301579	657327.0	LTR1	LC12	15	11
875505	788234.0	LTR17	LC12	12	11
482678	777993.0	LTR29	LC12	14	11
697158	1096013.0	LTR43	LC12	15	11
612844	784146.0	LTR47	LC12	15	11
415659	1237218.0	LTR49	LC12	18	11
1112728	879680.0	LTR63	LC12	14	11
725147	527943.0	LTR81	LC12	15	11
476535	902349.0	LTR83	LC12	14	11
401322	894692.0	LTR89	LC12	19	11
933629	1038394.0	LTR91	LC12	15	11
879632	890640.0	LTR31	LC16	20	5
316359	706743.0	LTR35	LC16	10	5
480715	754946.0	LTR55	LC16	14	5
313532	1393987.0	LTR61	LC16	17	5
154487	1024183.0	LTR85	LC16	19	5
698890	1170436.0	LTR11	LC18	10	14
916461	1108853.0	LTR17	LC18	12	14
275384	872472.0	LTR25	LC18	13	14
494543	1098612.0	LTR29	LC18	14	14
799615	1049801.0	LTR31	LC18	20	14
502620	865904.0	LTR35	LC18	10	14
208334	1184004.0	LTR37	LC18	13	14
1227539	1557837.0	LTR49	LC18	18	14
388047	1282581.0	LTR5	LC18	15	14
620773	984612.0	LTR53	LC18	18	14
224204	1212924.0	LTR65	LC18	17	14
470315	1298507.0	LTR73	LC18	18	14
607814	1360093.0	LTR79	LC18	15	14
836340	667389.0	LTR9	LC18	14	14
678981	1295175.0	LTR1	LC2	15	20
542214	1487665.0	LTR11	LC2	10	20
330320	1426082.0	LTR17	LC2	12	20
650000	1274828.0	LTR19	LC2	12	20
1998266	1218190.0	LTR27	LC2	14	20
894658	1415841.0	LTR29	LC2	14	20
885999	1367030.0	LTR31	LC2	20	20
579075	1420143.0	LTR41	LC2	11	20
373296	1599810.0	LTR5	LC2	15	20
796191	1301841.0	LTR53	LC2	18	20
280781	1752715.0	LTR57	LC2	16	20
390888	1517528.0	LTR63	LC2	14	20
433717	1485127.0	LTR67	LC2	16	20
1006458	1615736.0	LTR73	LC2	18	20
247510	1323706.0	LTR77	LC2	15	20
275309	1678302.0	LTR87	LC2	18	20
484838	1532540.0	LTR89	LC2	19	20
493974	984618.0	LTR9	LC2	14	20
629435	1676242.0	LTR91	LC2	15	20
204463	1526763.0	LTR93	LC2	23	20
549544	894261.0	LTR19	LC20	12	22
800644	837623.0	LTR27	LC20	14	22
433452	1035274.0	LTR29	LC20	14	22
464792	986463.0	LTR31	LC20	20	22
503687	964773.0	LTR33	LC20	14	22
523067	1120666.0	LTR37	LC20	13	22
388532	1353294.0	LTR43	LC20	15	22
228515	1494499.0	LTR49	LC20	18	22
638644	1219243.0	LTR5	LC20	15	22
850517	1137192.0	LTR51	LC20	16	22
449900	921274.0	LTR53	LC20	18	22
592767	1372148.0	LTR57	LC20	16	22
562938	1489810.0	LTR61	LC20	17	22
686775	1136961.0	LTR63	LC20	14	22
146229	1235169.0	LTR73	LC20	18	22
465064	943139.0	LTR77	LC20	15	22
355212	1296755.0	LTR79	LC20	15	22
663927	1120006.0	LTR85	LC20	19	22
246363	1151973.0	LTR89	LC20	19	22
673812	604051.0	LTR9	LC20	14	22
157710	1146196.0	LTR93	LC20	23	22
701360	1415152.0	LTR95	LC20	13	22
606885	997925.0	LTR11	LC22	10	14
579885	699961.0	LTR25	LC22	13	14
455480	974920.0	LTR3	LC22	15	14
1334894	1011493.0	LTR37	LC22	13	14
340274	1244121.0	LTR43	LC22	15	14
422328	932254.0	LTR47	LC22	15	14
636010	741596.0	LTR55	LC22	14	14
691759	1262975.0	LTR57	LC22	16	14
538529	1380637.0	LTR61	LC22	17	14
817274	1027788.0	LTR63	LC22	14	14
736201	833966.0	LTR77	LC22	15	14
595480	1050457.0	LTR83	LC22	14	14
323572	1010833.0	LTR85	LC22	19	14
636070	1042800.0	LTR89	LC22	19	14
250497	1266176.0	LTR11	LC24	10	12
399491	1204593.0	LTR17	LC24	12	12
457597	968212.0	LTR25	LC24	13	12
746609	996701.0	LTR27	LC24	14	12
391993	1123851.0	LTR33	LC24	14	12
262805	1080352.0	LTR53	LC24	18	12
523275	1009847.0	LTR55	LC24	14	12
1119869	1648888.0	LTR61	LC24	17	12
952366	1263638.0	LTR67	LC24	16	12
171322	1394247.0	LTR73	LC24	18	12
317132	1311051.0	LTR89	LC24	19	12
533264	763129.0	LTR9	LC24	14	12
2861420	1053426.0	LTR11	LC26	10	34
215189	776596.0	LTR13	LC26	1	34
270121	991843.0	LTR17	LC26	12	34
560084	755462.0	LTR25	LC26	13	34
276836	783951.0	LTR27	LC26	14	34
246222	981602.0	LTR29	LC26	14	34
525951	1030421.0	LTR3	LC26	15	34
520588	932791.0	LTR31	LC26	20	34
551896	911101.0	LTR33	LC26	14	34
428214	1066994.0	LTR37	LC26	13	34
359988	985904.0	LTR41	LC26	11	34
467160	1299622.0	LTR43	LC26	15	34
477649	987755.0	LTR47	LC26	15	34
877218	1440827.0	LTR49	LC26	18	34
600545	1165571.0	LTR5	LC26	15	34
236015	1083520.0	LTR51	LC26	16	34
1029864	867602.0	LTR53	LC26	18	34
636674	1318476.0	LTR57	LC26	16	34
1195605	1436138.0	LTR61	LC26	17	34
848750	1083289.0	LTR63	LC26	14	34
457021	1095914.0	LTR65	LC26	17	34
385093	1050888.0	LTR67	LC26	16	34
702171	1181497.0	LTR73	LC26	18	34
392558	889467.0	LTR77	LC26	15	34
1092449	1243083.0	LTR79	LC26	15	34
876644	731552.0	LTR81	LC26	15	34
552491	1105958.0	LTR83	LC26	14	34
1024646	1066334.0	LTR85	LC26	19	34
2169824	1244063.0	LTR87	LC26	18	34
2098286	1098301.0	LTR89	LC26	19	34
727596	550379.0	LTR9	LC26	14	34
1063131	1242003.0	LTR91	LC26	15	34
1168699	1092524.0	LTR93	LC26	23	34
503613	1361480.0	LTR95	LC26	13	34
743475	807820.0	LTR19	LC28	12	19
319919	948833.0	LTR29	LC28	14	19
1797880	900022.0	LTR31	LC28	20	19
405488	716125.0	LTR35	LC28	10	19
226479	953135.0	LTR41	LC28	11	19
1158247	785383.0	LTR45	LC28	1	19
362237	954986.0	LTR47	LC28	15	19
920589	1408058.0	LTR49	LC28	18	19
431182	1132802.0	LTR5	LC28	15	19
375466	1050751.0	LTR51	LC28	16	19
151350	834833.0	LTR53	LC28	18	19
458128	764328.0	LTR55	LC28	14	19
449095	1050520.0	LTR63	LC28	14	19
928607	1018119.0	LTR67	LC28	16	19
307029	1210314.0	LTR79	LC28	15	19
168183	1073189.0	LTR83	LC28	14	19
658748	1209234.0	LTR91	LC28	15	19
278190	1059755.0	LTR93	LC28	23	19
398432	1328711.0	LTR95	LC28	13	19
403099	1550520.0	LTR33	LC30	14	10
439786	1706413.0	LTR37	LC30	13	10
301629	1625323.0	LTR41	LC30	11	10
704235	1939041.0	LTR43	LC30	15	10
395973	1507021.0	LTR53	LC30	18	10
389957	1957895.0	LTR57	LC30	16	10
583396	1735333.0	LTR65	LC30	17	10
331550	1705753.0	LTR85	LC30	19	10
139685	1737720.0	LTR89	LC30	19	10
765117	1731943.0	LTR93	LC30	23	10
441792	647421.0	LTR1	LC32	15	10
521129	570436.0	LTR27	LC32	14	10
258354	719276.0	LTR31	LC32	20	10
245159	853479.0	LTR37	LC32	13	10
249181	1227312.0	LTR49	LC32	18	10
727334	1104961.0	LTR57	LC32	16	10
468660	1222623.0	LTR61	LC32	17	10
1778012	675952.0	LTR77	LC32	15	10
334373	518037.0	LTR81	LC32	15	10
429819	884786.0	LTR89	LC32	19	10
640407	896747.0	LTR3	LC34	15	8
761148	777427.0	LTR33	LC34	14	8
1197361	933320.0	LTR37	LC34	13	8
229660	1165948.0	LTR43	LC34	15	8
462540	1302464.0	LTR61	LC34	17	8
302993	1047823.0	LTR73	LC34	18	8
1133551	932660.0	LTR85	LC34	19	8
1115081	416705.0	LTR9	LC34	14	8
397187	1747851.0	LTR17	LC38	12	12
153908	1596597.0	LTR19	LC38	12	12
1041911	1504902.0	LTR35	LC38	10	12
270564	1743763.0	LTR47	LC38	15	12
1170241	1839528.0	LTR51	LC38	16	12
356846	1623610.0	LTR53	LC38	18	12
4166063	1839297.0	LTR63	LC38	14	12
1181922	1487560.0	LTR81	LC38	15	12
133696	1822342.0	LTR85	LC38	19	12
417006	2000071.0	LTR87	LC38	18	12
207014	1854309.0	LTR89	LC38	19	12
159650	1848532.0	LTR93	LC38	23	12
304331	1388148.0	LTR1	LC4	15	19
983968	1311163.0	LTR27	LC4	14	19
831272	1508814.0	LTR29	LC4	14	19
1472626	1557633.0	LTR3	LC4	15	19
486464	1460003.0	LTR31	LC4	20	19
505395	1594206.0	LTR37	LC4	13	19
258640	1513116.0	LTR41	LC4	11	19
826631	1514967.0	LTR47	LC4	15	19
586565	1394814.0	LTR53	LC4	18	19
272562	1324309.0	LTR55	LC4	14	19
1854173	1845688.0	LTR57	LC4	16	19
345796	1610501.0	LTR63	LC4	14	19
149392	1623126.0	LTR65	LC4	17	19
477465	1416679.0	LTR77	LC4	15	19
161797	1593546.0	LTR85	LC4	19	19
180393	1771275.0	LTR87	LC4	18	19
202517	1625513.0	LTR89	LC4	19	19
450747	1769215.0	LTR91	LC4	15	19
164569	1619736.0	LTR93	LC4	23	19
