168038	5346.0	LTR1	LC10	11	9
2896	5267.0	LTR10	LC10	1	9
53521	5832.0	LTR11	LC10	12	9
194412	4886.0	LTR3	LC10	11	9
178299	5254.0	LTR5	LC10	11	9
15861	7223.0	LTR55	LC10	8	9
8983	7651.0	LTR61	LC10	12	9
35964	6715.0	LTR7	LC10	13	9
752696	7098.0	LTR9	LC10	11	9
835730	7543.0	LTR11	LC12	12	8
237489	8853.0	LTR13	LC12	9	8
60404	9385.0	LTR19	LC12	7	8
183325	9463.0	LTR25	LC12	12	8
188735	8914.0	LTR27	LC12	8	8
40005	9708.0	LTR29	LC12	9	8
1531	8387.0	LTR33	LC12	8	8
5380	6380.0	LTR67	LC12	18	8
16731	11741.0	LTR1	LC13	11	24
6684	12227.0	LTR11	LC13	12	24
3892	11281.0	LTR3	LC13	11	24
13154	13258.0	LTR31	LC13	9	24
2010	12404.0	LTR37	LC13	6	24
3548	14603.0	LTR41	LC13	14	24
12494	11579.0	LTR43	LC13	8	24
26921	11018.0	LTR47	LC13	9	24
13075	11649.0	LTR5	LC13	11	24
5755	14334.0	LTR53	LC13	8	24
11250	13618.0	LTR55	LC13	8	24
24082	14128.0	LTR63	LC13	10	24
7317	11316.0	LTR65	LC13	11	24
37781	11064.0	LTR67	LC13	18	24
6876	13110.0	LTR7	LC13	13	24
31694	12493.0	LTR73	LC13	14	24
3575	14354.0	LTR81	LC13	14	24
3311	12529.0	LTR83	LC13	12	24
4388	11354.0	LTR87	LC13	7	24
6693	15850.0	LTR89	LC13	9	24
13234	13493.0	LTR9	LC13	11	24
10530	13786.0	LTR91	LC13	9	24
109747	12592.0	LTR93	LC13	9	24
24865	12884.0	LTR95	LC13	10	24
822115	6746.0	LTR13	LC14	9	6
1483	3623.0	LTR24	LC14	2	6
407912	6280.0	LTR33	LC14	8	6
258036	6872.0	LTR35	LC14	6	6
1360	4525.0	LTR65	LC14	11	6
11110	4273.0	LTR67	LC14	18	6
265814	4716.0	LTR15	LC16	1	10
6544	6572.0	LTR25	LC16	12	10
177912	4542.0	LTR49	LC16	8	10
7117	4074.0	LTR5	LC16	11	10
52649	5518.0	LTR51	LC16	8	10
287369	6759.0	LTR53	LC16	8	10
26833	6043.0	LTR55	LC16	8	10
23531	3874.0	LTR57	LC16	10	10
104548	6471.0	LTR61	LC16	12	10
2047	5891.0	LTR77	LC16	9	10
1494	4387.0	LTR13	LC17	9	1
593365	5775.0	LTR17	LC18	5	8
5134	8074.0	LTR25	LC18	12	8
3093	5243.0	LTR65	LC18	11	8
2615	4991.0	LTR67	LC18	18	8
34031	6420.0	LTR73	LC18	14	8
53365	7393.0	LTR77	LC18	9	8
34824	5747.0	LTR79	LC18	9	8
150616	8281.0	LTR81	LC18	14	8
2932	5064.0	LTR81	LC19	14	1
728318	3539.0	LTR1	LC2	11	6
11853	3152.0	LTR87	LC2	7	6
5701	7648.0	LTR89	LC2	9	6
9894	5584.0	LTR91	LC2	9	6
79209	4390.0	LTR93	LC2	9	6
68048	4682.0	LTR95	LC2	10	6
12904	6619.0	LTR11	LC20	12	6
92656	7929.0	LTR13	LC20	9	6
740298	8461.0	LTR19	LC20	7	6
87123	6041.0	LTR5	LC20	11	6
46295	7502.0	LTR7	LC20	13	6
81484	7885.0	LTR9	LC20	11	6
1578	3429.0	LTR1	LC22	11	5
677741	3028.0	LTR21	LC22	1	5
7261	5835.0	LTR25	LC22	12	5
47947	6080.0	LTR29	LC22	9	5
8267	2752.0	LTR67	LC22	18	5
6044	4789.0	LTR11	LC24	12	23
943216	5122.0	LTR23	LC24	2	23
3386	6709.0	LTR25	LC24	12	23
5420	6160.0	LTR27	LC24	8	23
3900	6954.0	LTR29	LC24	9	23
6310	5820.0	LTR31	LC24	9	23
7261	5633.0	LTR33	LC24	8	23
237957	7165.0	LTR41	LC24	14	23
48040	4141.0	LTR43	LC24	8	23
50838	5033.0	LTR45	LC24	7	23
23313	3580.0	LTR47	LC24	9	23
76964	4679.0	LTR49	LC24	8	23
3476	4211.0	LTR5	LC24	11	23
107342	5655.0	LTR51	LC24	8	23
1469	6896.0	LTR53	LC24	8	23
11661	4011.0	LTR57	LC24	10	23
12856	3878.0	LTR65	LC24	11	23
2955	3626.0	LTR67	LC24	18	23
2902	5672.0	LTR7	LC24	13	23
11652	5055.0	LTR73	LC24	14	23
4023	6916.0	LTR81	LC24	14	23
4429	5091.0	LTR83	LC24	12	23
4706	6055.0	LTR9	LC24	11	23
1431	7449.0	LTR11	LC26	12	9
2733	8759.0	LTR13	LC26	9	9
580773	9369.0	LTR25	LC26	12	9
1800	6240.0	LTR47	LC26	9	9
3499	7339.0	LTR49	LC26	8	9
15750	6671.0	LTR57	LC26	10	9
7023	9268.0	LTR61	LC26	12	9
36964	9350.0	LTR63	LC26	10	9
18008	6286.0	LTR67	LC26	18	9
751700	6213.0	LTR27	LC28	8	9
2855	7218.0	LTR41	LC28	14	9
2082	3679.0	LTR67	LC28	18	9
10336	5108.0	LTR73	LC28	14	9
10785	6081.0	LTR77	LC28	9	9
11228	4435.0	LTR79	LC28	9	9
18506	6969.0	LTR81	LC28	14	9
14662	5144.0	LTR83	LC28	12	9
59686	3076.0	LTR85	LC28	5	9
105986	4785.0	LTR1	LC30	11	8
777685	7436.0	LTR29	LC30	9	8
3026	7090.0	LTR61	LC30	12	8
89182	4398.0	LTR87	LC30	7	8
113609	8894.0	LTR89	LC30	9	8
50945	6830.0	LTR91	LC30	9	8
45931	5636.0	LTR93	LC30	9	8
89775	5928.0	LTR95	LC30	10	8
3765	7816.0	LTR11	LC32	12	6
9449	9126.0	LTR13	LC32	9	6
13396	6870.0	LTR3	LC32	11	6
667154	8847.0	LTR31	LC32	9	6
9437	8699.0	LTR7	LC32	13	6
4522	9082.0	LTR9	LC32	11	6
3006	5191.0	LTR41	LC33	14	1
3739	6518.0	LTR19	LC34	7	10
1668	2863.0	LTR24	LC34	2	10
31736	6596.0	LTR25	LC34	12	10
6700	6047.0	LTR27	LC34	8	10
60210	6841.0	LTR29	LC34	9	10
79150	5707.0	LTR31	LC34	9	10
519142	5520.0	LTR33	LC34	8	10
7885	7052.0	LTR41	LC34	14	10
2328	3513.0	LTR67	LC34	18	10
5041	6803.0	LTR81	LC34	14	10
62902	5161.0	LTR33	LC36	8	8
540352	5753.0	LTR35	LC36	6	8
80954	4494.0	LTR37	LC36	6	8
167717	6693.0	LTR41	LC36	14	8
65938	3669.0	LTR43	LC36	8	8
56671	4561.0	LTR45	LC36	7	8
5079	3154.0	LTR67	LC36	18	8
1496	4583.0	LTR73	LC36	14	8
1999	8610.0	LTR27	LC38	8	8
296518	7416.0	LTR37	LC38	6	8
73835	6030.0	LTR47	LC38	9	8
109632	7129.0	LTR49	LC38	8	8
50556	8105.0	LTR51	LC38	8	8
1789	9346.0	LTR53	LC38	8	8
4015	6461.0	LTR57	LC38	10	8
6975	6076.0	LTR67	LC38	18	8
702271	3217.0	LTR3	LC4	11	8
3758	6539.0	LTR41	LC4	14	8
52833	5982.0	LTR61	LC4	12	8
368123	6064.0	LTR63	LC4	10	8
4294	3252.0	LTR65	LC4	11	8
25045	3000.0	LTR67	LC4	18	8
47334	4429.0	LTR73	LC4	14	8
35352	5402.0	LTR77	LC4	9	8
1362	7933.0	LTR23	LC40	2	7
643742	5997.0	LTR39	LC40	1	7
3340	6437.0	LTR67	LC40	18	7
84463	9727.0	LTR81	LC40	14	7
248416	7902.0	LTR83	LC40	12	7
90625	6727.0	LTR87	LC40	7	7
42143	11223.0	LTR89	LC40	9	7
17380	3360.0	LTR1	LC42	11	8
114723	2900.0	LTR3	LC42	11	8
554716	6222.0	LTR41	LC42	14	8
17498	3268.0	LTR5	LC42	11	8
41726	4729.0	LTR7	LC42	13	8
1800	5973.0	LTR81	LC42	14	8
9566	4211.0	LTR93	LC42	9	8
