2	22.0	LTR46	LC1	7	3
5	17.0	LTR73	LC1	4	3
5	19.0	LTR83	LC1	6	3
2	11.0	LTR28	LC10	1	1
2	16.0	LTR25	LC11	8	2
2	15.0	LTR45	LC11	5	2
3	3.0	LTR31	LC12	2	2
108029	12.0	LTR63	LC12	4	2
462	18.0	LTR1	LC13	4	26
422	13.0	LTR13	LC13	2	26
32	13.0	LTR15	LC13	4	26
452	11.0	LTR23	LC13	4	26
2	13.0	LTR24	LC13	2	26
868	15.0	LTR3	LC13	8	26
1324	17.0	LTR33	LC13	5	26
108925	17.0	LTR35	LC13	7	26
2	14.0	LTR43	LC13	5	26
8	15.0	LTR45	LC13	5	26
343	19.0	LTR5	LC13	4	26
3352	19.0	LTR53	LC13	7	26
9047	23.0	LTR55	LC13	7	26
65	17.0	LTR63	LC13	4	26
14583	19.0	LTR65	LC13	6	26
1861	28.0	LTR7	LC13	10	26
1107	18.0	LTR73	LC13	4	26
17621	16.0	LTR75	LC13	5	26
8	12.0	LTR80	LC13	5	26
270104	17.0	LTR81	LC13	9	26
732	20.0	LTR83	LC13	6	26
866	11.0	LTR85	LC13	5	26
4	9.0	LTR9	LC13	3	26
42	8.0	LTR91	LC13	2	26
43651	13.0	LTR93	LC13	7	26
205	19.0	LTR95	LC13	3	26
4	21.0	LTR25	LC16	8	8
4	15.0	LTR38	LC16	3	8
3	13.0	LTR41	LC16	1	8
4	24.0	LTR53	LC16	7	8
2	28.0	LTR55	LC16	7	8
2	22.0	LTR6	LC16	3	8
2	24.0	LTR65	LC16	6	8
5	18.0	LTR84	LC16	1	8
2	22.0	LTR40	LC18	2	3
229549	23.0	LTR53	LC18	7	3
7	12.0	LTR59	LC18	1	3
19	10.0	LTR33	LC19	5	2
4	13.0	LTR83	LC19	6	2
3	30.0	LTR33	LC2	5	7
2	27.0	LTR43	LC2	5	7
2	36.0	LTR46	LC2	7	7
2	30.0	LTR63	LC2	4	7
2	32.0	LTR65	LC2	6	7
2	25.0	LTR70	LC2	4	7
3	25.0	LTR80	LC2	5	7
7	11.0	LTR43	LC20	5	1
1724	8.0	LTR43	LC22	5	1
2	19.0	LTR11	LC25	3	7
2	18.0	LTR16	LC25	2	7
4	22.0	LTR25	LC25	8	7
2	17.0	LTR44	LC25	2	7
3	29.0	LTR46	LC25	7	7
2	22.0	LTR58	LC25	3	7
3	23.0	LTR6	LC25	3	7
122233	24.0	LTR55	LC26	7	2
2	14.0	LTR93	LC26	7	2
930	12.0	LTR45	LC28	5	2
2684	17.0	LTR83	LC28	6	2
22	12.0	LTR35	LC29	7	1
2	15.0	LTR3	LC30	8	7
59102	17.0	LTR35	LC30	7	7
3	19.0	LTR53	LC30	7	7
3	23.0	LTR55	LC30	7	7
4	16.0	LTR75	LC30	5	7
9	17.0	LTR81	LC30	9	7
5	13.0	LTR93	LC30	7	7
18374	9.0	LTR15	LC32	4	2
4	11.0	LTR2	LC32	3	2
2	10.0	LTR11	LC33	3	3
2	9.0	LTR70	LC33	4	3
12	8.0	LTR85	LC33	5	3
16	17.0	LTR46	LC38	7	4
3	17.0	LTR55	LC38	7	4
4	22.0	LTR7	LC38	10	4
3	6.0	LTR80	LC38	5	4
258	17.0	LTR24	LC40	2	7
17	20.0	LTR25	LC40	8	7
133188	21.0	LTR33	LC40	5	7
15	21.0	LTR35	LC40	7	7
2	32.0	LTR7	LC40	10	7
3	15.0	LTR85	LC40	5	7
2	13.0	LTR9	LC40	3	7
3	27.0	LTR7	LC41	10	2
7	12.0	LTR93	LC41	7	2
138399	16.0	LTR23	LC42	4	3
2	20.0	LTR3	LC42	8	3
2	20.0	LTR45	LC42	5	3
2	33.0	LTR1	LC44	4	12
265235	28.0	LTR13	LC44	2	12
2	28.0	LTR15	LC44	4	12
3	31.0	LTR25	LC44	8	12
2	30.0	LTR3	LC44	8	12
234	23.0	LTR30	LC44	1	12
6	23.0	LTR31	LC44	2	12
